image_name,Type_1,Type_2,Type_3
73.jpg,0.145907,0.283392,0.570701
74.jpg,0.0179075,0.344582,0.63751
75.jpg,0.283034,0.618134,0.0988315
76.jpg,0.103975,0.299489,0.596536
77.jpg,0.400008,0.40861,0.191382
78.jpg,0.0886103,0.410785,0.500605
79.jpg,0.322133,0.655047,0.0228198
80.jpg,0.220241,0.628813,0.150946
81.jpg,0.101285,0.480198,0.418517
82.jpg,0.189379,0.737602,0.0730191
83.jpg,0.077023,0.355409,0.567568
84.jpg,0.270737,0.435208,0.294055
85.jpg,0.405989,0.52466,0.0693516
86.jpg,0.0467654,0.506292,0.446942
87.jpg,0.0423347,0.251101,0.706565
88.jpg,0.593929,0.311646,0.0944249
89.jpg,0.178962,0.36182,0.459218
90.jpg,0.287211,0.429962,0.282827
91.jpg,0.444554,0.498919,0.0565267
92.jpg,0.0198816,0.17095,0.809168
93.jpg,0.100957,0.771152,0.127892
94.jpg,0.354924,0.564986,0.0800899
95.jpg,0.0742938,0.41342,0.512286
96.jpg,0.221589,0.733511,0.0449007
97.jpg,0.35121,0.491052,0.157738
98.jpg,0.223609,0.71685,0.0595412
99.jpg,0.16703,0.264836,0.568134
100.jpg,0.247228,0.683584,0.0691883
101.jpg,0.545854,0.310883,0.143264
102.jpg,0.353481,0.471717,0.174802
103.jpg,0.321151,0.47531,0.20354
104.jpg,0.0841386,0.582883,0.332978
105.jpg,0.0621256,0.496583,0.441291
106.jpg,0.122911,0.483856,0.393233
107.jpg,0.0304883,0.206076,0.763436
108.jpg,0.0612224,0.325164,0.613614
109.jpg,0.0081789,0.0586988,0.933122
110.jpg,0.157255,0.699812,0.142933
111.jpg,0.316249,0.462872,0.220879
112.jpg,0.0507956,0.646569,0.302636
113.jpg,0.183569,0.53923,0.277202
114.jpg,0.117792,0.690691,0.191517
115.jpg,0.0545473,0.736739,0.208713
116.jpg,0.0584511,0.16632,0.775229
117.jpg,0.246045,0.665309,0.0886453
118.jpg,0.0141369,0.0812921,0.904571
119.jpg,0.058926,0.195789,0.745284
120.jpg,0.16868,0.780644,0.0506768
121.jpg,0.215169,0.661076,0.123755
122.jpg,0.085073,0.41697,0.497957
123.jpg,0.414865,0.519067,0.0660683
124.jpg,0.0623326,0.433981,0.503687
125.jpg,0.100471,0.577178,0.322351
126.jpg,0.147413,0.735698,0.116888
127.jpg,0.226079,0.448756,0.325165
128.jpg,0.42472,0.566237,0.00904316
129.jpg,0.0952873,0.818668,0.0860443
130.jpg,0.426615,0.318704,0.254682
131.jpg,0.140917,0.410415,0.448669
132.jpg,0.173932,0.698853,0.127215
133.jpg,0.032453,0.196147,0.7714
134.jpg,0.180407,0.685977,0.133617
135.jpg,0.117958,0.37343,0.508613
136.jpg,0.181751,0.722264,0.0959847
137.jpg,0.189925,0.350659,0.459416
138.jpg,0.151413,0.295208,0.55338
139.jpg,0.300395,0.664746,0.0348588
140.jpg,0.24651,0.678963,0.0745264
141.jpg,0.227941,0.329702,0.442357
142.jpg,0.63908,0.310645,0.0502749
143.jpg,0.0289972,0.324622,0.646381
144.jpg,0.209997,0.766296,0.0237068
145.jpg,0.206258,0.487568,0.306174
146.jpg,0.410811,0.576794,0.0123958
147.jpg,0.0367987,0.814965,0.148237
148.jpg,0.419055,0.419434,0.161511
149.jpg,0.294084,0.379389,0.326527
150.jpg,0.565817,0.400898,0.0332846
151.jpg,0.132381,0.426455,0.441164
152.jpg,0.119383,0.722308,0.158308
153.jpg,0.0273303,0.227001,0.745669
154.jpg,0.625836,0.331754,0.0424104
155.jpg,0.269562,0.604369,0.126069
156.jpg,0.0516159,0.270219,0.678166
157.jpg,0.257737,0.664235,0.0780284
158.jpg,0.184836,0.541371,0.273793
159.jpg,0.149591,0.756863,0.0935462
160.jpg,0.457878,0.36483,0.177292
161.jpg,0.0702768,0.58501,0.344713
162.jpg,0.0988911,0.733142,0.167967
163.jpg,0.242532,0.561124,0.196344
164.jpg,0.221252,0.565634,0.213114
165.jpg,0.507371,0.464989,0.0276397
166.jpg,0.276439,0.427424,0.296138
167.jpg,0.0483337,0.180437,0.771229
168.jpg,0.0661378,0.441538,0.492324
169.jpg,0.523961,0.394357,0.0816818
170.jpg,0.26746,0.561239,0.171301
171.jpg,0.154239,0.522592,0.323169
172.jpg,0.225173,0.588696,0.186131
173.jpg,0.204267,0.344011,0.451723
174.jpg,0.35381,0.45483,0.19136
175.jpg,0.260575,0.372271,0.367154
176.jpg,0.10246,0.665721,0.231819
177.jpg,0.115683,0.783786,0.10053
178.jpg,0.12741,0.44583,0.426761
179.jpg,0.375678,0.564157,0.0601645
180.jpg,0.182493,0.34003,0.477476
181.jpg,0.14311,0.424829,0.432061
182.jpg,0.117744,0.41365,0.468605
183.jpg,0.0891723,0.476956,0.433872
184.jpg,0.0618476,0.418066,0.520087
185.jpg,0.116951,0.657324,0.225725
186.jpg,0.0967243,0.718978,0.184298
187.jpg,0.142826,0.543732,0.313442
188.jpg,0.147934,0.482551,0.369515
189.jpg,0.292909,0.488818,0.218273
190.jpg,0.10181,0.762454,0.135736
191.jpg,0.179379,0.490008,0.330614
192.jpg,0.0504415,0.291588,0.65797
193.jpg,0.324542,0.46953,0.205928
194.jpg,0.193988,0.572096,0.233916
195.jpg,0.158372,0.634512,0.207116
196.jpg,0.539167,0.429206,0.0316271
197.jpg,0.431087,0.434848,0.134065
198.jpg,0.131132,0.240132,0.628736
199.jpg,0.0466045,0.389838,0.563557
200.jpg,0.141436,0.719722,0.138843
201.jpg,0.141174,0.428009,0.430816
202.jpg,0.148008,0.527549,0.324443
203.jpg,0.225588,0.49301,0.281402
204.jpg,0.0395741,0.362897,0.597529
205.jpg,0.025316,0.310812,0.663872
206.jpg,0.235234,0.64859,0.116176
207.jpg,0.0973961,0.347336,0.555268
208.jpg,0.0328852,0.221745,0.745369
209.jpg,0.0324581,0.148492,0.81905
210.jpg,0.0658764,0.306798,0.627326
211.jpg,0.392746,0.574393,0.032861
212.jpg,0.416375,0.506569,0.0770566
213.jpg,0.07708,0.467809,0.455111
214.jpg,0.238274,0.593462,0.168264
215.jpg,0.487702,0.427679,0.0846198
216.jpg,0.306522,0.649149,0.0443289
217.jpg,0.419359,0.528269,0.0523722
218.jpg,0.0424891,0.906655,0.0508553
219.jpg,0.043371,0.124551,0.832078
220.jpg,0.288291,0.647455,0.064254
221.jpg,0.0756564,0.449636,0.474708
222.jpg,0.118644,0.650746,0.23061
223.jpg,0.0791924,0.514754,0.406053
224.jpg,0.0404065,0.410851,0.548742
225.jpg,0.0604476,0.887486,0.0520667
226.jpg,0.118245,0.247434,0.634322
227.jpg,0.132635,0.548873,0.318492
228.jpg,0.250366,0.666278,0.0833555
229.jpg,0.154655,0.501717,0.343628
230.jpg,0.241217,0.584067,0.174716
231.jpg,0.333276,0.55272,0.114004
232.jpg,0.411962,0.442907,0.14513
233.jpg,0.435029,0.523093,0.0418782
234.jpg,0.0834546,0.464942,0.451603
235.jpg,0.11257,0.827453,0.0599773
236.jpg,0.281486,0.503422,0.215091
237.jpg,0.22644,0.2623,0.51126
238.jpg,0.0648533,0.25518,0.679967
239.jpg,0.141453,0.806735,0.0518116
240.jpg,0.155551,0.491955,0.352494
241.jpg,0.740824,0.22529,0.033886
242.jpg,0.295119,0.450393,0.254489
243.jpg,0.626929,0.341826,0.031245
244.jpg,0.11799,0.585053,0.296956
245.jpg,0.281136,0.691824,0.02704
246.jpg,0.209844,0.639432,0.150724
247.jpg,0.258846,0.412584,0.328569
248.jpg,0.0810289,0.463082,0.455889
249.jpg,0.0673992,0.447955,0.484646
250.jpg,0.0603892,0.790302,0.149309
251.jpg,0.199289,0.620272,0.18044
252.jpg,0.16982,0.581223,0.248957
253.jpg,0.266596,0.49601,0.237395
254.jpg,0.0445403,0.196872,0.758588
255.jpg,0.0845613,0.598975,0.316464
256.jpg,0.149121,0.565654,0.285224
257.jpg,0.292787,0.625689,0.0815239
258.jpg,0.0800133,0.660361,0.259625
259.jpg,0.0327494,0.298998,0.668252
260.jpg,0.238493,0.682214,0.0792928
261.jpg,0.124903,0.823531,0.0515662
262.jpg,0.0990266,0.783686,0.117287
263.jpg,0.146795,0.768445,0.0847602
264.jpg,0.0789234,0.418593,0.502484
265.jpg,0.0789565,0.245363,0.67568
266.jpg,0.0573575,0.273627,0.669016
267.jpg,0.477442,0.43365,0.0889084
268.jpg,0.278011,0.658561,0.0634282
269.jpg,0.130085,0.841864,0.0280511
270.jpg,0.0237302,0.237489,0.73878
271.jpg,0.198317,0.432202,0.369481
272.jpg,0.308024,0.584128,0.107848
273.jpg,0.111432,0.477554,0.411014
274.jpg,0.259596,0.634872,0.105531
275.jpg,0.195267,0.443469,0.361264
276.jpg,0.0552689,0.388204,0.556527
277.jpg,0.278575,0.652981,0.0684445
278.jpg,0.0898979,0.51266,0.397442
279.jpg,0.0631824,0.698802,0.238016
280.jpg,0.196937,0.714945,0.0881181
281.jpg,0.083598,0.516688,0.399714
282.jpg,0.126035,0.673018,0.200947
283.jpg,0.0345952,0.17748,0.787925
284.jpg,0.071927,0.401111,0.526962
285.jpg,0.47216,0.492254,0.0355852
286.jpg,0.0784785,0.692587,0.228934
287.jpg,0.0922394,0.51303,0.394731
288.jpg,0.0787307,0.732982,0.188288
289.jpg,0.437358,0.511218,0.0514243
290.jpg,0.121847,0.680767,0.197385
291.jpg,0.37052,0.535405,0.0940749
292.jpg,0.307411,0.357393,0.335196
293.jpg,0.451763,0.47438,0.0738572
294.jpg,0.553611,0.367292,0.079097
295.jpg,0.226383,0.634951,0.138666
296.jpg,0.294246,0.587529,0.118225
297.jpg,0.342719,0.519158,0.138122
298.jpg,0.242705,0.469321,0.287975
299.jpg,0.26638,0.625302,0.108318
300.jpg,0.331512,0.595412,0.0730757
301.jpg,0.0368358,0.448376,0.514788
302.jpg,0.089092,0.351855,0.559053
303.jpg,0.373644,0.431361,0.194995
304.jpg,0.337442,0.559292,0.103267
305.jpg,0.0208027,0.164057,0.81514
306.jpg,0.182274,0.531602,0.286123
307.jpg,0.021685,0.132763,0.845552
308.jpg,0.531276,0.455548,0.0131759
309.jpg,0.0295922,0.614933,0.355474
310.jpg,0.111391,0.430741,0.457868
311.jpg,0.0807959,0.143563,0.775641
312.jpg,0.312874,0.601307,0.0858197
313.jpg,0.114916,0.35754,0.527545
314.jpg,0.164314,0.764001,0.0716852
315.jpg,0.174822,0.611271,0.213907
316.jpg,0.178608,0.559552,0.26184
317.jpg,0.283847,0.528496,0.187656
318.jpg,0.200663,0.655299,0.144038
319.jpg,0.04317,0.859787,0.0970426
320.jpg,0.440683,0.487243,0.0720741
321.jpg,0.224047,0.447764,0.328189
322.jpg,0.153276,0.691647,0.155077
323.jpg,0.0928708,0.689431,0.217698
324.jpg,0.297792,0.48001,0.222198
325.jpg,0.204242,0.436837,0.358921
326.jpg,0.0700423,0.411292,0.518666
327.jpg,0.075473,0.521692,0.402836
328.jpg,0.280676,0.338114,0.38121
329.jpg,0.112006,0.341501,0.546493
330.jpg,0.265818,0.502093,0.232088
331.jpg,0.410198,0.489719,0.100083
332.jpg,0.178502,0.375191,0.446307
333.jpg,0.0911425,0.385796,0.523062
334.jpg,0.0894606,0.406762,0.503778
335.jpg,0.0423241,0.3399,0.617776
336.jpg,0.668414,0.287884,0.0437018
337.jpg,0.0729494,0.462903,0.464148
338.jpg,0.465552,0.468914,0.0655339
339.jpg,0.144561,0.32786,0.527579
340.jpg,0.481808,0.431227,0.086965
341.jpg,0.0744547,0.594585,0.33096
342.jpg,0.185127,0.396289,0.418584
343.jpg,0.0460478,0.235652,0.7183
344.jpg,0.416507,0.509002,0.074491
345.jpg,0.134242,0.804896,0.0608627
346.jpg,0.154583,0.441442,0.403975
347.jpg,0.229803,0.680741,0.0894558
348.jpg,0.10301,0.357794,0.539196
349.jpg,0.0804903,0.31201,0.607499
350.jpg,0.0595564,0.678984,0.26146
351.jpg,0.141717,0.588137,0.270146
352.jpg,0.333356,0.573077,0.0935673
353.jpg,0.0374421,0.171906,0.790652
354.jpg,0.129925,0.822891,0.0471839
355.jpg,0.228054,0.657962,0.113984
356.jpg,0.35722,0.550344,0.0924363
357.jpg,0.270678,0.480753,0.248569
358.jpg,0.0499568,0.701176,0.248867
359.jpg,0.140959,0.438809,0.420231
360.jpg,0.153197,0.795354,0.0514487
361.jpg,0.193993,0.343713,0.462294
362.jpg,0.0182774,0.275416,0.706306
363.jpg,0.256074,0.469226,0.274699
364.jpg,0.0956222,0.544568,0.35981
365.jpg,0.259197,0.588466,0.152337
366.jpg,0.0351323,0.157113,0.807754
367.jpg,0.426763,0.552543,0.0206947
368.jpg,0.09756,0.326231,0.576209
369.jpg,0.151057,0.55917,0.289773
370.jpg,0.137226,0.53732,0.325454
371.jpg,0.679392,0.271477,0.0491317
372.jpg,0.0854839,0.278574,0.635942
373.jpg,0.388964,0.556447,0.054589
374.jpg,0.226366,0.431274,0.342359
375.jpg,0.346499,0.58441,0.0690911
376.jpg,0.086089,0.374651,0.53926
377.jpg,0.0675494,0.69831,0.234141
378.jpg,0.0671823,0.2736,0.659218
379.jpg,0.0546758,0.211966,0.733358
380.jpg,0.155116,0.581549,0.263335
381.jpg,0.175973,0.478689,0.345338
382.jpg,0.476366,0.454448,0.0691863
383.jpg,0.579463,0.244857,0.17568
384.jpg,0.0319649,0.261677,0.706358
385.jpg,0.0809412,0.337017,0.582042
386.jpg,0.0333389,0.115082,0.851579
387.jpg,0.0665236,0.404052,0.529425
388.jpg,0.087895,0.551406,0.360699
389.jpg,0.299096,0.680251,0.0206532
390.jpg,0.242547,0.528046,0.229407
391.jpg,0.14499,0.370659,0.48435
392.jpg,0.168571,0.635938,0.19549
393.jpg,0.329044,0.491526,0.17943
394.jpg,0.0815667,0.683736,0.234698
395.jpg,0.286614,0.602908,0.110478
396.jpg,0.266781,0.528677,0.204542
397.jpg,0.474321,0.449251,0.0764275
398.jpg,0.118167,0.555029,0.326805
399.jpg,0.349997,0.486597,0.163406
400.jpg,0.131565,0.378648,0.489787
401.jpg,0.199831,0.607662,0.192506
402.jpg,0.176524,0.685392,0.138084
403.jpg,0.302063,0.635137,0.0628006
404.jpg,0.30781,0.615696,0.0764945
405.jpg,0.324959,0.635226,0.0398157
406.jpg,0.409081,0.54185,0.0490699
407.jpg,0.233661,0.657732,0.108607
408.jpg,0.200814,0.386851,0.412335
409.jpg,0.021497,0.163163,0.81534
410.jpg,0.174143,0.600796,0.225061
411.jpg,0.123011,0.734406,0.142583
412.jpg,0.204574,0.403687,0.391739
413.jpg,0.0477729,0.190581,0.761646
414.jpg,0.0289535,0.111679,0.859368
415.jpg,0.399765,0.56677,0.0334656
416.jpg,0.226821,0.739082,0.0340967
417.jpg,0.273517,0.507804,0.218679
418.jpg,0.0712998,0.44857,0.48013
419.jpg,0.393296,0.414851,0.191853
420.jpg,0.0722974,0.403369,0.524334
421.jpg,0.0500493,0.502972,0.446978
422.jpg,0.0958942,0.4785,0.425606
423.jpg,0.0491685,0.216272,0.734559
424.jpg,0.149327,0.572749,0.277925
425.jpg,0.0333489,0.0849481,0.881703
426.jpg,0.0696292,0.566572,0.363799
427.jpg,0.037616,0.317663,0.644721
428.jpg,0.0568774,0.480252,0.462871
429.jpg,0.064901,0.217973,0.717126
430.jpg,0.33096,0.589638,0.0794022
431.jpg,0.587956,0.384473,0.0275713
432.jpg,0.0228014,0.123072,0.854126
433.jpg,0.0958678,0.275915,0.628217
434.jpg,0.218549,0.418092,0.363359
435.jpg,0.0186887,0.0959272,0.885384
436.jpg,0.186634,0.693091,0.120275
437.jpg,0.365101,0.543994,0.0909045
438.jpg,0.15453,0.695282,0.150188
439.jpg,0.242992,0.56119,0.195818
440.jpg,0.298833,0.396208,0.304958
441.jpg,0.129261,0.627874,0.242865
442.jpg,0.265601,0.530131,0.204268
443.jpg,0.0880009,0.421178,0.490821
444.jpg,0.197529,0.354071,0.4484
445.jpg,0.174107,0.494045,0.331847
446.jpg,0.26777,0.586836,0.145394
447.jpg,0.241086,0.263247,0.495666
448.jpg,0.0576381,0.491165,0.451197
449.jpg,0.255425,0.656458,0.0881173
450.jpg,0.116487,0.472207,0.411306
451.jpg,0.243958,0.552927,0.203114
452.jpg,0.0216911,0.219415,0.758894
453.jpg,0.51578,0.43535,0.0488698
454.jpg,0.311398,0.487943,0.200659
455.jpg,0.0378686,0.248924,0.713208
456.jpg,0.267784,0.689242,0.0429737
457.jpg,0.336027,0.613458,0.0505152
458.jpg,0.208525,0.6158,0.175675
459.jpg,0.370627,0.578718,0.0506551
460.jpg,0.356907,0.520238,0.122855
461.jpg,0.115281,0.523702,0.361017
462.jpg,0.429293,0.451163,0.119545
463.jpg,0.183816,0.637452,0.178733
464.jpg,0.305966,0.66128,0.0327543
465.jpg,0.0603116,0.801911,0.137777
466.jpg,0.104802,0.648607,0.24659
467.jpg,0.370844,0.547734,0.0814218
468.jpg,0.284729,0.556426,0.158845
469.jpg,0.15477,0.522559,0.322671
470.jpg,0.429511,0.388313,0.182176
471.jpg,0.439922,0.462689,0.0973889
472.jpg,0.0969607,0.237214,0.665825
473.jpg,0.0837048,0.54323,0.373065
474.jpg,0.339231,0.394491,0.266278
475.jpg,0.189111,0.701096,0.109794
476.jpg,0.143908,0.609413,0.246679
477.jpg,0.136269,0.813394,0.0503369
478.jpg,0.262668,0.62615,0.111182
479.jpg,0.110855,0.455866,0.433279
480.jpg,0.119877,0.59374,0.286382
481.jpg,0.164021,0.587219,0.24876
482.jpg,0.622251,0.316607,0.0611422
483.jpg,0.29073,0.642259,0.0670114
484.jpg,0.192998,0.539092,0.26791
485.jpg,0.0839091,0.40965,0.506441
486.jpg,0.232328,0.393922,0.37375
487.jpg,0.399124,0.566966,0.0339095
488.jpg,0.163317,0.577543,0.25914
489.jpg,0.26053,0.256833,0.482637
490.jpg,0.182182,0.494768,0.323051
491.jpg,0.127496,0.434254,0.438251
492.jpg,0.56297,0.295081,0.141948
493.jpg,0.234112,0.536216,0.229672
494.jpg,0.0938652,0.71489,0.191245
495.jpg,0.129358,0.752218,0.118423
496.jpg,0.26715,0.55863,0.17422
497.jpg,0.298816,0.563522,0.137661
498.jpg,0.300305,0.448521,0.251173
499.jpg,0.0363059,0.264114,0.69958
500.jpg,0.150852,0.693658,0.15549
501.jpg,0.361953,0.540182,0.0978646
502.jpg,0.0930481,0.598639,0.308313
503.jpg,0.0759052,0.426039,0.498056
504.jpg,0.0438108,0.241713,0.714476
505.jpg,0.119889,0.822357,0.0577534
506.jpg,0.186709,0.464348,0.348943
507.jpg,0.204283,0.65205,0.143667
508.jpg,0.137745,0.719356,0.142899
509.jpg,0.205383,0.589997,0.20462
510.jpg,0.321987,0.391373,0.28664
511.jpg,0.0654674,0.214557,0.719976
